,name,code,sector,main_product
557,한국팩키지,037230,"골판지, 종이 상자 및 종이용기 제조업",카톤팩
558,한글과컴퓨터,030520,소프트웨어 개발 및 공급업,오피스소프트웨어
559,한솔씨앤피,221610,기타 화학제품 제조업,모바일 코팅제(도료)
560,한일단조,024740,자동차 신품 부품 제조업,단조품
561,한탑,002680,"곡물가공품, 전분 및 전분제품 제조업","소맥분(밀가루),배합사료"
562,현진소재,053660,기타 금속 가공제품 제조업,선박용 엔진부품
563,형지I&C,011080,봉제의복 제조업,남성셔츠
564,화일약품,061250,의약품 제조업,의약품 원료
565,휴네시온,290270,소프트웨어 개발 및 공급업,망간자료전송(i-oneNet)
566,휴맥스홀딩스,028080,기타 금융업,위성방송수신기
567,흥국에프엔비,189980,비알코올음료 및 얼음 제조업,"과일음료(에이드베이스, 스무디, 착즙쥬스 등)"
568,CJ엔터테인,049370,,"영화배급, 비디오판매"
569,IC코퍼레이션,080570,토목 건설업,하수종말처리장
570,KNS홀딩스,036760,전자부품 제조업,"VGACard,SoundCard,MainBoard"
571,KTB더블채권1-MF,045800,,유가증권등의 매매등을 통한 자산의 투자·운용업무
572,KTB전환형41,038760,,"유가증권등의 매매등을 통한 자산의 투자, 운용업무"
573,SK브로드밴드,033630,전기 통신업,시내전화서비스
574,교보그로쓰,035970,,유가증권등의 매매등을 통한 자산의 투자·운용업무
575,국제엘렉트릭,053740,특수 목적용 기계 제조업,반도체제조용 Diffusion Furnace 및 LP-CVD
576,그로웰전자,009220,,"알미늄 다이캐스팅 제품, 자동판매기부품,지폐계수기등"
577,그로웰텔레콤,035780,,"기간망 장비, 전송장비, 선로장비, 광전송장비"
578,글로벌하이1,038770,,"유가증권등의 매매등을 통한 자산의 투자, 운용업무"
579,금성제관,018840,,
580,남송개발,006000,,임대업
581,네스테크,037540,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",차량진단스캐너단말기
582,넥스지,081970,소프트웨어 개발 및 공급업,"보안관제서비스,인터넷정보보안제품"
583,넥스콘테크,038990,일차전지 및 축전지 제조업,배터리보호회로
584,다임알짜1호-MF,050350,,유가증권등의 매매등을 통한 자산의 투자·운용업무
585,단성일렉트론,085990,특수 목적용 기계 제조업,"LCD/반도체제조장비용부품(디퓨저,서셉터,상부전극,하부전극)"
586,대선조선,031990,선박 및 보트 건조업,"컨테이너 운반선, 예인선, 어업실습선"
587,대전금고,006300,,대출이자
588,더존디지털,045380,소프트웨어 개발 및 공급업,기업정보화솔루션 및 인터넷사업
589,동미전기,008330,,
590,디에스피,016040,자동차 신품 부품 제조업,BOA
591,디이시스,053200,,"누전경보기, 전력보호용 계전기"
592,마이다스30,043040,,유가증권등의 매매등을 통한 자산의 투자·운용업무
593,마이다스페셜,039540,,"유가증권등의 매매등을 통한 자산의 투자, 운용업무"
594,마이다스하이테크성장,036400,,"유가증권등의 매매등을 통한 자산의 투자, 운용업무"
595,마이스코,088700,기타 금속 가공제품 제조업,플랜트용단조제품
596,마인,039500,,"여성의류, 기성정장"
597,미래에셋대우스팩1호,265480,금융 지원 서비스업,기업인수합병
598,미래에셋드림펀드,034820,,"유가증권등의 매매등을 통한 자산의 투자,운용업무"
599,미래에셋실크로드이호,035310,,유가증권등의 매매등을 통한 자산의 투자·운용업무
600,미래코리아1,042950,,유가증권등의 매매등을 통한 자산의 투자·운용업무
601,바이오시스,035960,,"환자감기장치, 태아삼시장치"
602,벤처코스닥,038280,,"유가증권등의 매매등을 통한 자산의 투자, 운용업무"
603,보광티에스,066690,기타 금속 가공제품 제조업,"전자문서관리시스템,지식관리시스템 개발"
604,부산저축은행,007830,,대출이자
605,브이에스에스티,035400,통신 및 방송 장비 제조업,"CTI사업, VoIP사업, UMS사업, 초고속데이타네트워킹사업"
606,삼성투신증권,022060,,"유가증권의 매매, 위탁매매, 인수, 증권투자신탁업무등"
607,삼성프라임성장형뮤추,035530,,유가증권등의 매매등을 통한 자산의 투자·운용업무
608,삼주건설,025150,,토목
609,세계투어,047600,여행사 및 기타 여행보조 서비스업,"Track, Memory Tester 등"
610,세림아이텍,033040,,무선호출서비스
611,세미텍,081220,반도체 제조업,반도체패키징및테스트
612,세아메탈,033020,,스테인리스 와이어
613,세원텔레콤,036910,,CDMA단말기
614,스타맥스,017050,생활용품 도매업,지주회사
615,스톰이앤에프,043680,"영화, 비디오물, 방송프로그램 제작 및 배급업","PCS충전기, 메모리모듈"
616,신중앙금고,007990,,
617,신한종합비료,019230,,
618,쓰리디월드,065340,영상 및 음향기기 제조업,"DVD Player, DVD Receiver"
619,씨앤케이인터,039530,1차 비철금속 제조업,만화영화 필름제작
620,아이디에스,078780,전자부품 제조업,"휴대폰용FCOF,LCD모듈임가공"
621,알바트로스3,036780,,"유가증권의 매매등을 통한 자산의 투자, 운용업무"
622,에듀언스,009010,일반 교습 학원,플라스틱사출물
623,에버리소스,020070,기계장비 및 관련 물품 도매업,컴퓨터 및 주변기기
624,에스이아이주,035940,,"유가증권등의 매매등을 통한 자산의 투자,운용업무"
625,에스티씨라이프,026220,기타 상품 전문 소매업,양피원단
626,에이스앤파트너스,032930,통신 및 방송 장비 제조업,RF부품 및 무선통신안테나
627,에피밸리,068630,통신 및 방송 장비 제조업,"휴대폰LCD모듈,WLL단말"
628,엔에스브이,095300,일반 목적용 기계 제조업,밸브
629,엔에이치SL스팩,207720,금융 지원 서비스업,기업 인수 합병
630,엔플렉스,040130,,게임넷 플랫폼
631,엘리트1호,037670,,"유가증권의 매매등을 통한 자산의 투자, 운용업무"
632,엘앤씨피,015390,기타 화학제품 제조업,"감광지, 청사진도면복사기"
633,엘티삼보,011870,,보링공사
634,와이즈파워,040670,일차전지 및 축전지 제조업,"RF증폭기, HIC(혼성접적회로), 중계기, ADSL Cable 모뎀"
635,월드그랜드1,038020,,"유가증권의 매매등을 통한 자산의 무자, 운용업무"
636,윌텍정보통신,039390,,이동통신전파환경측정기
637,유에이블,071530,기계장비 및 관련 물품 도매업,학생용 및 스포츠용 가방
638,유퍼트,060670,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",LCD 광기능성 시트 및 인버터
639,이수세라믹,032180,,페라이트코아
640,일공공일안경,032030,생활용품 도매업,황동 관이음쇠
641,자강,036790,통신 및 방송 장비 제조업,"휴대폰, 무선호출기"
642,제너비오믹스,017010,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","유량계, 유량계측시스템, 밸브 등"
643,케이이엔지,077960,특수 목적용 기계 제조업,TFT-LCD 제조용 장비
644,코어비트,056850,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",하드보안관 등
645,코웰이홀딩스,900020,회사 본부 및 경영 컨설팅 서비스업,지주회사
646,콜마파마,038710,의약품 제조업,"금융 ·병원 SI, PACS"
647,쿠첸,225650,가정용 기기 제조업,전기밥솥
648,태영텔스타,060840,,"DVD플레이어, Set-Top Box"
649,테라리소스,053320,생활용품 도매업,"게임소프트웨어, 3D Engine(Lepton GL)"
650,토자이홀딩스,037700,기계장비 및 관련 물품 도매업,"인터넷관련 S/W 개발 및 공급, 전자상거래 솔루션"
651,투미비티,058900,소프트웨어 개발 및 공급업,"EAI,휴대폰솔루션"
652,파이오니어,035030,,유가증권등의매매등을통한자산의투자·운용업무
653,퓨쳐비젼,042570,영상 및 음향기기 제조업,카앰프
654,프로비타,014420,영상 및 음향기기 제조업,카오디오
655,플래티넘이천,039520,,"유가증권등의 매매등을 통한 자산의 투자, 운용업무"
656,하나에프앤아이,025080,,리스수수료
657,하우리,049130,,안티바이러스
658,현대멀티캡,035910,,"Desktop PC 의 개발 / 생산 / 판매,Notebook PC 의 개발 / 생산 / 판매 etc."
659,협화,007840,,안료중간체
660,화림모드,045920,,"여성의류(OZOC, CREAM)"
661,DB금융스팩7호,322780,금융 지원 서비스업,기타 금융서비스
662,IBKS제10호스팩,299170,금융 지원 서비스업,기업인수합병
663,JTC,950170,종합 소매업,"식품류, 생활용품류, 화장품류 (사후면세업)"
664,KCI,036670,기타 화학제품 제조업,"폴리머,레진,계면활성제"
665,KG ETS,151860,폐기물 처리업,"집단에너지(스팀), 산화동, 폐기물 소각"
666,SGA솔루션즈,184230,소프트웨어 개발 및 공급업,보안솔루션
667,SKC코오롱PI,178920,플라스틱제품 제조업,PI필름
668,SK바이오랜드,052260,기타 화학제품 제조업,"천연물질 추출물, 미생물 배양제품"
669,TS인베스트먼트,246690,신탁업 및 집합투자업,투자조합 결성 및 투자
670,교보9호스팩,331520,금융 지원 서비스업,기업인수합병
671,국일신동,060480,1차 비철금속 제조업,황동봉
672,글로벌에스엠,900070,기타 금융업,"자회사 제품 : IT기기용 정밀 화스너부품(스크류, 샤프트, 스프링)"
673,나노신소재,121600,기타 화학제품 제조업,"인듐계 산화물 TCO Target, 반도체 CMP Slurry 등"
674,네오오토,212560,자동차 신품 부품 제조업,"피니언 기어, 디프 어셈블리, 대형기어"
675,녹원씨엔아이,065560,인쇄 및 인쇄관련 산업,산업용필터
676,누리플랜,069140,"구조용 금속제품, 탱크 및 증기발생기 제조업","경관조명, 경관시설"
677,뉴프라이드,900100,자동차 부품 및 내장품 판매업,인터모달 신생 및 재생타이어
678,다원시스,068240,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","핵융합 전원장치, 플라즈마 전원장치, 태양광 CVD 전원장치, 산업용 특수정류기"
679,대동스틸,048470,1차 철강 제조업,"열연박판, 후판, 무늬강판 외"
680,대원산업,005710,자동차 신품 부품 제조업,자동차시트
681,대유,290380,"비료, 농약 및 살균, 살충제 제조업","4종복합비료, 농약"
682,대호피앤씨,021040,1차 철강 제조업,냉간압조용선재
683,데일리블록체인,139050,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","용역서비스(ITS,BIS,ATMS,BRT)"
684,동신건설,025950,토목 건설업,토목
685,동일기연,032960,전자부품 제조업,EMI
686,두올산업,078590,자동차 신품 부품 제조업,자동차내장카페트
687,드래곤플라이,030350,소프트웨어 개발 및 공급업,온라인게임
688,디지털대성,068930,일반 교습 학원,대성N스쿨 (교육 프랜차이즈)
689,램테크놀러지,171010,기초 화학물질 제조업,"AMOLED 마스크 세정액, 반도체 식각액, 반도체 박리액"
690,랩지노믹스,084650,자연과학 및 공학 연구개발업,체외진단 서비스 및 제품
691,레이언스,228850,의료용 기기 제조업,"TFT Detector, CMOS Detector, I/O Sensor"
692,로보스타,090360,특수 목적용 기계 제조업,"제조용 로봇, FPD 장비, IT부품 제조장비"
693,룽투코리아,060240,소프트웨어 개발 및 공급업,"모바일게임(열혈강호,검과마법)"
694,리드,197210,특수 목적용 기계 제조업,"LCD 장비(In-Line System, TCU, TRU)"
695,리드코프,012700,기타 전문 도매업,화공약품운반
696,머큐리,100590,통신 및 방송 장비 제조업,"AP 단말기, 광섬유 및 광케이블, 위성통신 전송장비"
697,메디포스트,078160,기초 의약물질 및 생물학적 제제 제조업,제대혈은행
698,모바일리더,100030,소프트웨어 개발 및 공급업,"Sync 솔루션, 멀티미디어 솔루션"
699,바이오니아,064550,의료용품 및 기타 의약 관련제품 제조업,"합성유전자,시약및유전자분석장비"
700,보라티알,250000,음·식료품 및 담배 도매업,"유가공품, 소스류, 파스타류"
701,비아트론,141000,특수 목적용 기계 제조업,AMOLED 등 제조장비
702,삼륭물산,014970,"골판지, 종이 상자 및 종이용기 제조업",카톤팩
703,삼보판지,023600,"펄프, 종이 및 판지 제조업","골판지,골판지상자"
704,삼본전자,111870,영상 및 음향기기 제조업,"이어폰,헤드폰,키패드"
705,삼천리자전거,024950,생활용품 도매업,자전거
706,상아프론테크,089980,플라스틱제품 제조업,"LCD 부품, 사무기기 부품, PCB 부품, 2차전지 부품"
707,서부T&D,006730,상품 종합 도매업,석유류판매
708,서진오토모티브,122690,자동차 신품 부품 제조업,"Clutch,Flywheel,Driveplate,Bearing,ATparts"
709,서한,011370,건물 건설업,"건축, 토목"
710,세운메디칼,100700,의료용품 및 기타 의약 관련제품 제조업,"의료용구(체액배출기,도뇨관) 제조,도매,수출입"
711,세종텔레콤,036630,전기 통신업,WLL/GPS/위성DMB/VoIP 단말기
712,소프트캠프,258790,소프트웨어 개발 및 공급업,기업인수 및 합병
713,솔본,035610,회사 본부 및 경영 컨설팅 서비스업,인터넷전화 서비스 및 00770 국제전화서비스
714,수산아이앤티,050960,소프트웨어 개발 및 공급업,"공유단말접속관리서비스, 보안솔루션 등"
715,슈피겐코리아,192440,그외 기타 제품 제조업,"핸드폰 케이스, 액정보호필름"
716,시공테크,020710,전문디자인업,"박물관, 전시관, 엑스포, 특수영상"
717,신성델타테크,065350,가정용 기기 제조업,"세탁기, 자동차, 에어컨 및 LCD 부품"
718,신신제약,002800,의약품 제조업,파스류 (신신파스 아렉스 등)
719,신한제5호스팩,323230,금융 지원 서비스업,
720,신한제6호스팩,333050,금융 지원 서비스업,기업인수 및 합병
721,신화콘텍,187270,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","커넥터(정보통신기기용, 디스플레이용, HDD용 등)"
722,실리콘웍스,108320,반도체 제조업,"LDI, T-Con, PMIC, EPD-IC 등"
723,쎄노텍,222420,기타 비금속 광물제품 제조업,세라믹 비드
724,쎄미시스코,136510,특수 목적용 기계 제조업,"EGIS(유리기판 검사장비), Smart-EPD 및 Smart-HMS(플라즈마 검사장비)"
725,쎄트렉아이,099320,"항공기,우주선 및 부품 제조업","소형인공위성,지상시스템"
726,쎌바이오텍,049960,기초 의약물질 및 생물학적 제제 제조업,유산균 원말 및 완제품
727,씨엠에스에듀,225330,일반 교습 학원,융합사고력 프로그램
728,씨큐브,101240,기초 화학물질 제조업,진주광택안료
729,아리온,058220,통신 및 방송 장비 제조업,디지털셋톱박스
730,아비코전자,036010,전자부품 제조업,"전자저항기, 전자인덕터"
731,아이스크림에듀,289010,"서적, 잡지 및 기타 인쇄물 출판업",아이스크림홈런
732,아이엘사이언스,307180,전구 및 조명장치 제조업,LED용 실리콘렌즈 외
733,아이엠,101390,전자부품 제조업,휴대폰카메라모듈 등
734,아이원스,114810,특수 목적용 기계 제조업,"반도체 장비 부품 제조 및 세정, LCD 장비 부품 제조"
735,아프리카TV,067160,소프트웨어 개발 및 공급업,미디어플랫폼
736,알파홀딩스,117670,반도체 제조업,시스템 반도체 개발
737,애니젠,196300,기초 의약물질 및 생물학적 제제 제조업,펩타이드 바이오소재 및 아미노산 펩타이드 신약
738,에스마크,030270,방적 및 가공사 제조업,"면사,혼방사,코마사"
739,에스앤더블류,103230,일반 목적용 기계 제조업,"디젤엔진부품, 산업부품, 단조품"
740,에스에프에이,056190,특수 목적용 기계 제조업,"반도체, Display 제조설비 및 공장자동화기기"
741,에스엠코어,007820,일반 목적용 기계 제조업,"자동화물류서비스, 자동화공정설비"
742,에이디칩스,054630,그외 기타 제품 제조업,비메모리 반도체칩
743,에이비엘바이오,298380,기초 의약물질 및 생물학적 제제 제조업,항체의약품 연구개발
744,에이스침대,003800,가구 제조업,침대
745,에이스토리,241840,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송프로그램 제작
746,에이치시티,072990,기타 과학기술 서비스업,기술검사서비스
747,에이텍티앤,224110,통신 및 방송 장비 제조업,교통카드단말기
748,엑셈,205100,소프트웨어 개발 및 공급업,"DB, E2E 성능관리 SW"
749,엔피디,198080,전자부품 제조업,스마트폰 OLED용 FPCA
750,엘비세미콘,061970,반도체 제조업,"골드범핑, 솔더범핑 등"
751,엘엠에스,073110,전자부품 제조업,프리즘시트
752,엘오티베큠,083310,특수 목적용 기계 제조업,반도체제조용진공펌프
753,엘컴텍,037950,전자부품 제조업,"BLU(Back Light Unit), CCM(Compact Camera Module), Display용 EL"
754,예스티,122640,특수 목적용 기계 제조업,반도체 및 디스플레이 제조 장비
755,오리엔탈정공,014940,일반 목적용 기계 제조업,"조선해양구조물 및 조선해양기계품 제작,"
756,오스테오닉,226400,의료용 기기 제조업,골접합 및 재건용 금속소재 및 생분해성 복합소재 기반 임플란트
757,오텍,067170,자동차 재제조 부품 제조업,"냉동 및 내장탑차, 앰블란스"
758,올릭스,226950,자연과학 및 공학 연구개발업,siRNA 신약 개발
759,와이제이엠게임즈,193250,전자부품 제조업,휴대폰용 진동모터
760,우노앤컴퍼니,114630,화학섬유 제조업,"PVC가발사, 난연고열사"
761,우리기술,032820,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","시스템사업, 정보통신사업"
762,우림기계,101170,일반 목적용 기계 제조업,"트랜스미션,감속기,기어전동축 제조"
763,원익머트리얼즈,104830,기초 화학물질 제조업,"저메인가스,디실란,아산화질소,암모니아 등"
764,원익홀딩스,030530,기타 금융업,가스캐비닛
765,원풍,008370,플라스틱제품 제조업,플라스틱 필름
766,웹젠,069080,소프트웨어 개발 및 공급업,3D 온라인게임 '뮤(MU)'
767,위닉스,044340,가정용 기기 제조업,일반목적용 기계제조업
768,위메이드,112040,소프트웨어 개발 및 공급업,미르의전설2
769,유비벨록스,089850,소프트웨어 개발 및 공급업,"모바일플랫폼 및 모바일솔루션, 스마트카드 등"
770,유비쿼스,264450,통신 및 방송 장비 제조업,"스위치, FTTH"
771,유안타제4호스팩,313750,금융 지원 서비스업,기업인수합병
772,이건홀딩스,039020,기타 금융업,창호
773,이노와이어리스,073490,통신 및 방송 장비 제조업,통신용 시험 및 계측장비
774,이녹스첨단소재,272290,전자부품 제조업,"FPCB소재, 반도체 및 디스플레이 소재"
775,이랜텍,054210,전자부품 제조업,Battery Pack
776,이수앱지스,086890,의료용품 및 기타 의약 관련제품 제조업,"항체치료제,효소치료제"
777,이엑스티,226360,토목 건설업,기업인수합병
778,이원컴포텍,088290,자동차 신품 부품 제조업,에어서스펜션 시트/일반고정형 시트/스프링서스펜션 시트
779,인성정보,033230,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",넷트워크 관련 장비 및 솔루션
780,인탑스,049070,통신 및 방송 장비 제조업,휴대전화기용부품
781,인텍플러스,064290,특수 목적용 기계 제조업,"LED 외관검사장비, 반도체 외관검사장비, 태양전지 외관검사장비등"
782,일야,058450,통신 및 방송 장비 제조업,"컴퓨터, 복사기 등의 부품"
783,재영솔루텍,049630,사진장비 및 광학기기 제조업,플라스틱 사출금형
784,정다운,208140,"도축, 육류 가공 및 저장 처리업",기업 인수 및 합병
785,제로투세븐,159580,생활용품 도매업,유아동복 및 용품
786,제이스테판,096690,컴퓨터 및 주변장치 제조업,"POS프린터, Mobile프린터, Label프린터"
787,제이앤티씨,204270,전자부품 제조업,"강화유리, 커넥터"
788,제이엠티,094970,전자부품 제조업,LCD패널용PBA
789,조광ILI,044060,일반 목적용 기계 제조업,"안전밸브,스팀트랩"
790,조이맥스,101730,소프트웨어 개발 및 공급업,"실크로드 온라인, 로스트사가"
791,지니뮤직,043610,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",유무선 음악포털서비스
792,지엘팜텍,204840,자연과학 및 공학 연구개발업,의약품 연구개발업
793,지티지웰니스,219750,의료용 기기 제조업,의료기기 및 미용기기
794,진바이오텍,086060,동물용 사료 및 조제식품 제조업,"펩소이젠(식물성단백질),바이오스타치(가공전분),나투포멘(친환경생균제),락토케어(항생제대체형미생물제제)등"
795,진성티이씨,036890,특수 목적용 기계 제조업,트랙롤라. 플로팅 씰
796,캐리소프트,317530,"영화, 비디오물, 방송프로그램 제작 및 배급업","영상 콘텐츠(30.05%), 공연(29.76%), 키즈카페(17.38%), 커머스(12.77%), 라이선스 및 기타(10.04%)"
797,캠시스,050110,전자부품 제조업,"IN-LINE SYSTEM,CSP HANDLER,TRIM/FORM SYSTEM"
798,케이비제18호스팩,323940,금융 지원 서비스업,금융지원서비스
799,케이피에프,024880,기타 금속 가공제품 제조업,볼트류
800,켐온,217600,자연과학 및 공학 연구개발업,비임상연구시험대행
801,코나아이,052400,소프트웨어 개발 및 공급업,"전자화폐, 단말기, 수집/정산시스템"
802,코다코,046070,자동차 신품 부품 제조업,"Oil Pump, Throttle Body"
803,코리아에셋투자증권,190650,기타 금융업,"IB금융자문, 채권인수 및 매매, 투자중개, 펀드운용 등"
804,코미코,183300,특수 목적용 기계 제조업,반도체 부품 세정 및 코팅
805,키이스트,054780,"영화, 비디오물, 방송프로그램 제작 및 배급업",멀티미디어 SI
806,타이거일렉,219130,전자부품 제조업,인쇄회로기판 제조업
807,태웅로직스,124560,기타 운송관련 서비스업,"3자물류주선 (복합운송, 프로젝트운송, CIS운송 등)"
808,텔콘RF제약,200230,통신 및 방송 장비 제조업,"RF 통신부품(케이블 어셈블리, 커넥터 등)"
809,토비스,051360,영상 및 음향기기 제조업,Gaming모니터
810,파라다이스,034230,유원지 및 기타 오락관련 서비스업,카지노
811,파멥신,208340,의약품 제조업,항체치료제
812,팍스넷,038160,기타 정보 서비스업,"금융솔루션, 증권정보, 광고"
813,플레이디,237820,광고업,온라인 광고 대행
814,플리토,300080,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",언어 데이터 구축 및 판매
815,피에스케이,319660,특수 목적용 기계 제조업,"드라이 스트립, 드라이 클리닝"
816,피엔티,137400,특수 목적용 기계 제조업,2차전지 및 전자소재용 Roll-to-Roll 장비
817,픽셀플러스,087600,전자부품 제조업,CMOS 이미지센서 및 칩셋
818,필옵틱스,161580,특수 목적용 기계 제조업,레이저응용장비 및 노광기
819,하나금융14호스팩,332710,금융 지원 서비스업,기업인수합병
820,하이비젼시스템,126700,사진장비 및 광학기기 제조업,카메라모듈 제조검사용 장비
821,한국제7호스팩,291210,금융 지원 서비스업,기업인수합병
822,한일네트웍스,046110,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스ASP
823,한일사료,005860,동물용 사료 및 조제식품 제조업,배합사료
824,행남사,008800,기타 식품 제조업,자기
825,현대사료,016790,동물용 사료 및 조제식품 제조업,"양계, 양돈 배합사료"
826,효성오앤비,097870,"비료, 농약 및 살균, 살충제 제조업","혼합유박비료,유기복합비료,혼합유기질비료"
827,휴온스,243070,의약품 제조업,"전문의약품, 일반의약품"
828,휴젤,145020,기초 의약물질 및 생물학적 제제 제조업,"보툴리눔톡신, 필러"
829,희림,037440,"건축기술, 엔지니어링 및 관련 기술 서비스업",설계 및 감리용역
830,KCW,068060,자동차 신품 부품 제조업,와이퍼브레이드
831,KEPS,046810,,High Voltage Transformer
832,KTB벤처1-MF,038370,,"유가증권등의 매매등을 통한 자산의 투자, 운용업무"
833,LG마이크론,016990,전자부품 제조업,"Shadow Mask, Lead Frame, PDP 후면판, Photo mask 제조 및 판매"
834,MTRON,046320,기계장비 및 관련 물품 도매업,컴퓨터저장시스템 및 메인시스템
835,SSCP,071660,기타 화학제품 제조업,IT소재특수코팅제(솔루션)
836,UC아이콜스,065810,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템통합(SI), ERP 솔루션 등"
837,VK,048760,,리튬폴리머전지팩
838,강남화성,007140,,
839,교하산업,013850,,방수포
840,글로벌파워,064910,,
841,금강제강,105070,1차 철강 제조업,"인고트, 주강품"
842,나이스메탈,072530,1차 비철금속 제조업,비메모리 반도체칩
843,다산씨앤아이,037200,,"반도체, 냉온정수기, 정수기"
844,대구리스금융,025090,,리스수수료
845,대륭산업,027610,,철골구조물
846,대주코레스,008340,1차 비철금속 제조업,"버스.승용차.철도차량부품,방열판,산업자동화부품,다리난간.피아노 건반 지지대 및 해머받침대 등"
847,대진동관공업,014210,,
848,대한바이오링크,041500,,"실험용동물(마우스, 랫드)"
849,더체인지,054120,"영화, 비디오물, 방송프로그램 제작 및 배급업","변압기, 펌프"
850,동서정보기술,055000,,빌링시스템
851,동호전기,022510,,컴퓨터용모니터
852,디보스,080140,영상 및 음향기기 제조업,LCDTV
853,디에스,051710,전자부품 제조업,LCD용 BLU(Back Light Unit)
854,디에이치패션,045260,기타 전문 도매업,"홈빌더웹솔루션, 하이홈포털서비스"
855,라인건설,017620,,주택분양
856,리젠트빅히트,039270,,"유가증권등의 매매등을 통한 자산의 투자, 운용업무"
857,마이다스전이,038310,,"유가증권등의 매매등을 통한 자산의 투자, 운용업무"
858,마이다스차익,048660,,"유가증권의 매매등을 통한 자산의 투자, 운용업무"
859,마이다스테2,039050,,"유가증권등의 매매등을 통한 자산의 투자, 운용업무"
860,모라리소스,018890,플라스틱제품 제조업,스필트
861,미디어코프,053890,"서적, 잡지 및 기타 인쇄물 출판업",IT관련 서적 출판
862,미래셀렉티브-MF,052540,,유가증권등의 매매등을 통한 자산의 투자·운용업무
863,미래알바1,044410,,유가증권등의 매매등을 통한 자산의 투자·운용업무
864,미래에셋이글사호펀드,034570,,유가증권등의매매등을통한자산의투자·운용업무
865,미래에셋이글삼호펀드,034560,,
866,미래하이1호,038580,,"유가증권등의 매매등을 통한 자산의 투자, 운용업무"
867,미래한아름1-MF,044890,,유가증권등의 매매등을 통한 자산의 투자·운용업무
868,범양사,002480,,폴리에스터직물
869,보성건설,018230,,
870,보홍,041320,기계장비 및 관련 물품 도매업,네트워크 컨설팅 및 통합사업
871,사이버패스,063280,소프트웨어 개발 및 공급업,전자결제서비스
872,삼산,012010,,피혁의류
873,삼우이엠씨,026250,"구조용 금속제품, 탱크 및 증기발생기 제조업",판넬
874,삼천전기,008920,,배선용차단기
875,세이우량채권,044240,,유가증권등의 매매등을 통한 자산의 투자·운용업무
876,세이플러스혼합형펀드,051070,,유가증권등의 매매등을 통한 자산의 투자·운용업무
877,솔빛미디어,044440,,컴퓨터교육
878,슈마,056500,,Graphic Card
879,신신상사,012360,,
880,쌈지,033260,"가죽, 가방 및 유사제품 제조업","핸드백,지갑"
881,써미트,039000,,컴퓨터 모니터
882,썬텍,122800,금속 주조업,열간 압연롤
883,씨엘인터내셔널,037340,통신 및 방송 장비 제조업,전자상거래를 위한 인터넷 암호화
884,씨티엘테크,088960,컴퓨터 및 주변장치 제조업,HDD용HSA(HeadStackAssembly)
885,아시아미디어홀딩스,052810,소프트웨어 개발 및 공급업,XML 관련 제품 및 솔루션
886,아이레보,072430,그외 기타 제품 제조업,디지털도어록
887,알덱스,025970,1차 비철금속 제조업,알루미늄 탈산제
888,알바트로스 4,037180,,"유가증권등의 매매등을 통한 자산의 투자, 운용업무"
889,에듀아크,046350,전자부품 제조업,인쇄회로기판
890,에스디,066930,의약품 제조업,진단시약
891,에스에스컴텍,036500,기초 화학물질 제조업,"반도체 포장재원료 및 고기능성, 환경친화적 컴파운드생산"
892,에스이아이채,035930,,유가증권등의 매매등을 통한 자산의 투자·운용업무
893,에이스하이텍,071930,전자부품 제조업,"김치, 밤, 딸기, 꽃게"
894,엑스씨이,081500,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",무선인터넷플랫폼및응용솔루션
895,엑큐리스,048460,전자부품 제조업,인쇄회로기판
896,엔스퍼트,098400,통신 및 방송 장비 제조업,지상파DMB통합수신칩
897,엠텍반도체,054440,,"와이어컷방전가공기, 금형"
898,엠텍비젼,074000,반도체 제조업,카메라 컨트롤 프로세서
899,영진코퍼레이션,053330,일반 목적용 기계 제조업,"정수, 하수 및 폐수처리시설 장비"
900,우주건설,002190,,
901,우풍금고,016620,,
902,울트라건설,004320,건물 건설업,"아파트, 도로공사 등"
903,월드그랜드2,039160,,"유가증권등의 매매등을 통한 자산의 투자, 운용업무"
904,월드텔레콤,047610,,레이저픽업
905,유니드코리아,110500,특수 목적용 기계 제조업,"LCD자동화설비, 친환경자동차용 부품(배터리,인버터) 자동화설비"
906,유산실업,015910,,폴리에스터
907,인젠,041630,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",침입탐지시스템
908,제이콤,060750,통신 및 방송 장비 제조업,"생활무전기, GPS 관련제품"
909,주화산업,017740,,합성수지
910,중앙금고,025220,,대출이자
911,지니웍스,036600,,인조섬유직물
