,_date,code_011420,code_012320,code_010130,code_017040,code_001140,code_014530,code_013700,code_003920,code_005750,code_014160,code_005880,code_000640,code_001520,code_000020,code_000150,code_013570,code_027740,code_138040,code_204210,code_001270,code_006400,code_207940,code_068290,code_000810,code_005680,code_003720,code_001290,code_007610,code_136490,code_004490,code_293940,code_055550,code_011090,code_012750,code_005820,code_008600,code_025820,code_129260,code_249420,code_271980,code_001560,code_002620,code_089590,code_002600,code_071320,code_010580,code_088790,code_010640,code_109070,code_120110
112,2019.10.17,1965,35000,445000,2365,4300,3415,1220,496000,4015,1125,22850,87700,1510,8010,0,4895,956,13000,3040,20550,219500,343000,12600,219500,9240,1070,1685,3540,10100,40400,8120,42250,1270,97100,18150,1130,1640,2100,16400,33750,6280,17300,25750,154000,51000,851,3945,2640,0,44550
113,2019.10.16,1885,35350,441000,2340,4245,3425,1210,496000,3890,1120,22800,85300,1490,7870,0,4910,920,12750,2995,20200,221000,327500,12500,220000,8970,1075,1685,3540,9990,38700,8150,43550,1275,97200,17950,1115,1650,2085,16250,32850,6300,16950,24950,153500,49400,860,3880,2585,0,44800
114,2019.10.15,1855,35000,446500,2350,4465,3420,1205,488000,3925,1130,22600,86800,1465,7890,0,4840,903,12600,3085,20150,221500,329000,12100,220000,8890,1070,1650,3490,9950,37700,7970,42800,1080,96200,17850,1085,1615,2100,16200,32650,6340,16750,24650,152000,50800,823,3920,2620,0,43300
115,2019.10.14,1860,34000,446500,2325,4560,3460,1220,488000,3920,1085,22450,84800,1440,7920,0,4770,945,12600,3115,20350,230000,327500,11950,223000,8850,1050,1650,3400,9820,37500,7990,41800,1060,96600,17700,1075,1590,2100,16400,33300,6290,16100,23100,151500,51200,820,3850,2500,0,42400
116,2019.10.11,1830,34300,439500,2275,4540,3370,1220,488500,3955,1070,22300,85100,1465,7850,0,4765,946,12450,2990,20100,233500,329000,11900,215000,8910,1035,1700,3365,9840,38150,8000,41400,1060,96300,17650,1060,1620,2105,16050,32200,6350,15350,23300,152000,50900,850,3760,2545,0,42100
117,2019.10.10,1890,34700,429000,2130,4635,3345,1225,488500,3985,1065,21650,86400,1455,7880,0,4730,1040,12800,2930,20250,223500,326000,11800,213000,8860,1065,1760,3320,10000,38250,7970,40400,1065,95400,17850,1075,1630,2105,15850,31850,6320,15350,23150,153000,50100,828,3700,2405,0,41600
118,2019.10.08,1835,34800,428500,2150,4935,3335,1225,490500,3965,1045,21650,89000,1495,7790,0,4730,1060,12650,2915,20000,221500,326000,11700,218000,8910,1055,1705,3295,10050,38850,7980,40850,1030,95700,17650,1085,1590,2110,15500,32150,6360,15400,23500,153000,49500,836,3745,2400,0,41650
119,2019.10.07,1915,34450,433500,2250,5030,3350,1230,484500,3885,1085,21700,87300,1485,7800,0,4830,1040,12650,2880,20250,220500,324000,12150,215000,9060,1090,1800,3450,10150,38350,8000,41100,1045,96500,18150,1135,1640,2110,15550,31000,6380,15500,23400,153000,49300,841,3790,2450,0,41500
120,2019.10.04,1940,34900,433500,2500,5250,3340,1235,494500,3925,1115,21950,87300,1515,7690,0,4880,1275,12750,2900,20250,219000,320500,12000,218500,9120,1065,1850,3840,10550,38300,8030,41650,1070,97000,17050,1105,1670,2120,15750,31300,6290,15400,23900,151500,50000,845,3905,2515,0,41500
121,2019.10.02,1865,34950,443000,2505,5250,3365,1230,496000,4000,1095,22050,88500,1530,8120,0,4885,1275,12800,2860,20200,223500,317500,12100,224500,9250,1100,1835,3940,10550,39150,7990,42000,1065,98000,17650,1105,1675,2125,15600,31050,6330,15200,24700,152000,50400,853,3750,2550,0,42150
122,2019.10.01,1930,34000,445000,2425,5250,3395,1235,494500,3985,1125,22100,86600,1515,7880,0,4855,1280,12950,2920,20100,221000,308000,12650,223500,9320,1085,1855,3790,10600,38850,8000,42000,1060,97300,18050,1115,1660,2130,15300,30400,6280,15200,24600,153000,50300,863,3900,2525,0,41500
123,2019.09.30,2005,33700,441500,2385,5550,3400,1245,492000,3965,1140,21800,87100,1535,7980,0,4920,1330,12550,2910,20350,220000,309500,12700,225500,9250,1100,1865,3765,10650,40400,7990,41700,1070,96700,18100,1125,1680,2140,15300,31000,6210,15750,24400,152500,49850,868,3790,2465,0,41150
124,2019.09.27,1985,34500,447000,2390,5360,3425,1235,495500,4040,1170,22250,89200,1600,8100,0,4955,1430,13100,2920,20200,225500,320000,12750,230000,9450,1150,1900,3770,10650,41050,8040,43300,1060,96900,17850,1120,1715,2155,15500,31450,6400,16000,24050,153000,50800,866,3795,2520,0,42450
125,2019.09.26,1985,34250,443000,2390,5690,3450,1240,494000,4080,1190,22600,86700,1590,8280,102500,5000,1505,12950,2860,20500,226000,318000,13100,233000,9590,1080,1885,3800,11150,40950,7970,43050,1090,96200,17950,1135,1715,2175,15650,31950,6270,15750,24000,152000,51000,858,3775,2505,0,42650
126,2019.09.25,2075,35600,440000,2485,5610,3500,1250,506000,4095,1240,22600,87000,1620,8230,106500,5160,1510,13250,2880,20300,234000,318500,13600,231000,9700,1115,1900,3860,10400,41250,7980,42650,1130,96800,18100,1140,1800,2240,16300,32600,6360,15950,24250,152500,50900,878,3585,2645,0,43200
127,2019.09.24,2090,36200,437500,2490,5470,3495,1240,498500,4080,1225,22950,88900,1585,8290,105500,5060,1640,13350,2855,20250,237500,314000,13700,229000,9640,1135,1915,3980,10650,41300,7990,42800,1110,97500,17900,1135,1755,2240,16250,32300,6390,15800,24100,152500,50100,893,3655,2740,0,43200
128,2019.09.23,2150,36250,436500,2570,5650,3485,1245,494000,4135,1270,23000,89500,1610,8200,106500,5060,1285,13400,2830,20250,237000,338000,14300,226500,9570,1070,1945,4070,10450,41350,8000,42550,1140,96200,18100,1155,1820,2180,16500,32850,6300,15600,24450,154500,50900,875,3680,2670,0,43550
129,2019.09.20,2205,36250,434000,2505,5500,3515,1260,493000,4145,1220,23350,86600,1590,8200,109000,5080,1170,13300,2845,20250,236500,331000,13600,227000,9570,1080,1925,3980,10600,40500,8000,41900,1130,96600,18150,1175,1785,2205,16600,32750,6360,16000,24500,158000,50700,870,3770,2640,0,42050
130,2019.09.19,2150,36500,443000,2540,5480,3500,1275,499500,4105,1230,23500,88400,1600,8300,108500,5070,1320,13300,2885,20500,234000,316000,13650,235500,9640,1055,1900,3910,10850,40700,7880,42050,1165,96500,18150,1150,1785,2240,16700,32100,6460,15950,25150,156000,50500,883,3770,2620,0,42400
131,2019.09.18,2305,37600,443000,2405,5400,3550,1275,493000,4085,1205,24100,87100,1595,8370,108500,5040,1320,13150,2855,20300,234500,317500,13650,232500,9600,1050,1930,3750,11400,41000,7920,42550,1135,97200,18100,1175,1785,2200,16800,33150,6320,16300,24850,153500,50800,826,3750,2640,0,42200
132,2019.09.17,2375,36500,444000,2380,5730,3835,1260,488500,4090,1200,23600,85400,1610,8130,110500,4940,1100,13300,2860,20350,235500,299000,13450,232000,9680,1055,1905,3710,12300,41800,7990,42400,1145,97900,17850,1150,1800,2230,16300,31100,6350,15550,24300,152000,50100,822,3735,2625,0,42150
133,2019.09.16,2470,34400,455500,2350,5800,3805,1265,491000,4065,1210,24000,86000,1585,7970,109000,4960,842,13000,2860,20300,233500,294500,13450,233500,9510,1045,1970,3520,10400,41000,8020,42700,1115,98100,17950,1125,1800,2180,16400,30650,6380,15500,24050,152500,50300,819,3700,2685,0,42150
134,2019.09.11,2375,33400,442000,2300,6040,3435,1250,495000,4055,1215,24100,86900,1570,8060,109000,4920,825,13100,2820,20200,233500,285500,13050,233500,9560,1055,1790,3425,10300,40100,7770,42450,1100,98100,17800,1115,1735,2190,16250,30300,6200,15150,24300,156000,50200,820,3660,2740,0,42250
135,2019.09.10,2400,33100,439000,2140,5840,3410,1250,491000,4065,1175,23850,85200,1530,8070,104500,4950,823,12700,2820,20050,239500,290000,13000,227500,9440,1090,1850,3270,10250,38450,7890,41550,1075,97400,17950,1155,1710,2110,16350,30450,6180,15250,23400,153000,49850,806,3685,2795,0,41500
136,2019.09.09,2495,32900,438000,2120,5920,3410,1260,497000,4025,1220,24200,86000,1560,8000,102000,4930,837,12700,2835,20000,245000,277500,13500,225000,9350,1015,1765,3180,10250,38400,8010,41100,1105,97000,17700,1125,1780,2155,16150,30000,6350,15400,23950,152000,50300,812,3465,2750,0,42350
137,2019.09.06,2430,33250,442500,2115,5800,3440,1260,504000,4050,1200,24550,86800,1590,8120,101000,4995,838,12850,2880,19700,248500,280000,13700,226500,9520,1015,1910,3190,10500,38750,8040,40850,1100,99200,18250,1145,1720,2445,16300,30700,6340,16000,24100,151500,49800,809,3545,2825,0,41300
138,2019.09.05,2510,33100,440500,2120,5960,3405,1260,504000,4045,1195,24500,86700,1590,8070,101500,4915,847,12800,2840,19450,244500,280000,13750,225000,9550,1015,1560,3180,10550,38750,8150,40900,1085,101500,18250,1185,1720,2375,16250,30250,6340,16150,24400,154500,49450,818,3435,2650,0,40900
139,2019.09.04,2475,33000,437000,2110,6170,3400,1255,508000,4050,1190,24350,87200,1575,7970,100000,4895,835,12900,2875,19250,245500,270000,13700,224000,9570,1005,1520,3150,10400,38250,8070,40750,1085,98600,17750,1140,1700,2320,16000,30450,6140,15750,24200,154500,49800,805,3535,2630,0,40000
140,2019.09.03,2450,32950,445500,2085,5080,3395,1250,510000,4040,1210,24450,87000,1585,8060,100000,4865,846,13100,2805,19300,245000,267000,13600,225500,9450,1010,1540,3140,10550,38300,7820,40650,1060,101000,18300,1155,1695,2280,16000,30300,6100,15600,24500,152000,50300,809,3510,2610,0,39500
141,2019.09.02,2425,32900,432000,2080,5050,3340,1240,507000,4000,1180,23650,86700,1580,8200,100500,4790,822,12850,2895,19250,232500,267500,13450,226500,9360,1025,1535,3150,10700,37950,7650,41600,1055,100000,18150,1035,1725,2150,16050,29500,5980,15450,23750,152500,49900,801,3410,2480,0,40000
142,2019.08.30,2410,32650,435500,2060,5100,3335,1240,516000,3950,1150,23700,87000,1585,8300,100500,4715,843,12700,2945,19300,248500,274500,13000,225000,9230,1000,1525,3120,10250,38350,7500,40100,1060,100000,17750,1010,1680,2080,15900,29850,6000,15200,23050,155500,50700,801,3540,2405,0,39700
143,2019.08.29,2390,32000,429000,2080,5340,3350,1230,510000,3915,1165,22650,86900,1610,8390,101000,4750,807,12600,2950,18900,249500,290000,13200,225500,9210,995,1510,3140,10050,37850,7460,39850,1025,98400,17650,1020,1710,2095,16000,29500,6000,15050,23100,153500,49950,810,3340,2430,0,39850
144,2019.08.28,2350,33000,433000,2050,5560,3325,1250,515000,3920,1150,21950,89700,1590,8770,99200,4750,801,12700,2995,18850,247500,275500,12700,227000,9270,1020,1500,3065,9980,37800,7420,39900,1005,99600,17450,1005,1660,2095,15400,28600,5950,14750,23000,151000,49500,840,3450,2390,0,39300
145,2019.08.27,2435,31800,428500,2030,5650,3320,1235,531000,3860,1140,21400,87900,1560,8940,100500,4740,812,12800,2990,19100,245000,274500,13000,226000,9470,1000,1465,3120,10100,37700,7390,39750,1030,100500,17500,1020,1660,2030,15800,29200,5890,15400,23450,149000,50400,837,3420,2380,0,39700
146,2019.08.26,2425,32550,430000,2005,5660,3375,1235,541000,3905,1145,21500,86100,1545,8810,98500,4790,820,12400,3015,19000,243000,278500,13150,224500,9590,1005,1490,3070,9930,38300,7450,40350,1065,98600,17850,1020,1650,2050,15800,29000,6090,15950,23500,148000,50300,819,3370,2415,0,39700
147,2019.08.23,2465,32700,435000,2075,6120,3395,1210,545000,4000,1180,21950,86700,1580,9020,100500,4865,856,13100,2860,19150,237500,278000,13350,229000,9810,1040,1525,3195,10000,38200,7380,40600,1120,101500,17750,1045,1690,2115,16100,29550,6300,15850,23600,148000,50400,811,3505,2620,0,40800
148,2019.08.22,2610,32900,440000,2120,6140,3415,1265,546000,4110,1205,22700,84200,1610,9050,102500,4870,840,12900,2870,19200,248500,285000,13850,229500,9830,1050,1590,3210,10150,38100,7290,40500,1070,102500,18750,1045,1715,2180,16500,30450,6340,16150,24450,148500,50600,820,3490,2490,0,41200
149,2019.08.21,2535,32350,444000,2090,5810,3390,1275,551000,3960,1180,22700,83600,1600,8770,99600,4850,845,12600,2870,19050,253500,283500,13800,228000,9840,1055,1580,3235,10100,38000,7260,40300,1060,105000,18800,1050,1700,2100,16250,29750,6250,16200,23750,153000,50900,796,3600,2540,0,40850
